GEOID,county,percent_poverty
48113018802,Dallas County,0.375302663
48113018900,Dallas County,0.162610124
48113019004,Dallas County,0.114002106
48113019013,Dallas County,0.398216689
48113019014,Dallas County,0.11763915
48113019016,Dallas County,0.112508273
48113019018,Dallas County,0.126622728
48113019019,Dallas County,0.291518291
48113019020,Dallas County,0.034640653
48113019021,Dallas County,0.139811105
48113019023,Dallas County,0.024963595
48113019024,Dallas County,0.072241681
48113019025,Dallas County,0.043703704
48113019026,Dallas County,0.117163609
48113019027,Dallas County,0.131035865
48113019028,Dallas County,0.114063339
48113019029,Dallas County,0.104841402
48113019031,Dallas County,0.016912972
48113019032,Dallas County,0.278808085
48113019033,Dallas County,0.339473011
48113019034,Dallas County,0.204242723
48113019035,Dallas County,0.20703125
48113019036,Dallas County,0.086636268
48113019037,Dallas County,0.079396699
48113019038,Dallas County,0.129707113
48113019039,Dallas County,0.137593854
48113019040,Dallas County,0.05524957
48113019041,Dallas County,0.045571481
48113019042,Dallas County,0.044941427
48113019043,Dallas County,0.028506271
48113019100,Dallas County,0.07215311
48113019202,Dallas County,0.212226871
48113019203,Dallas County,0.05952381
48113019204,Dallas County,0.165520512
48113019205,Dallas County,0.00954033
48113019206,Dallas County,0.363719401
48113019208,Dallas County,0.290174784
48113019210,Dallas County,0.039114771
48113019211,Dallas County,0.100660066
48113019212,Dallas County,0.526549985
48113019213,Dallas County,0.510582872
48113019301,Dallas County,0.00456621
48113019302,Dallas County,0.132746608
48113019400,Dallas County,0.181133056
48113019501,Dallas County,0.00319246
48113019502,Dallas County,0.036491387
48113019600,Dallas County,0.041208791
48113019700,Dallas County,0.005845105
48113019800,Dallas County,0.029516539
48113019900,Dallas County,0.328574828
48113020000,Dallas County,0.03474618
48113020100,Dallas County,0.26322314
48113020200,Dallas County,0.409766454
48113020300,Dallas County,0.518916394
48113020400,Dallas County,0.299740994
48113020500,Dallas County,0.602125148
48113020600,Dallas County,0.003508772
48113020700,Dallas County,0.023336745
48121020103,Denton County,0.074238579
48121020104,Denton County,0.199393735
48121020105,Denton County,0.076489533
48121020106,Denton County,0.028391167
48121020107,Denton County,0.041373927
48121020108,Denton County,0.064759294
48121020109,Denton County,0.08388521
48121020110,Denton County,0.018239135
48121020111,Denton County,0.006849315
48121020112,Denton County,0.045944866
48121020113,Denton County,0.04803074
48121020114,Denton County,0.077383327
48121020115,Denton County,0.082695985
48121020202,Denton County,0.033752482
48121020203,Denton County,0.183515152
48121020204,Denton County,0.05674441
48121020205,Denton County,0.011670762
48121020303,Denton County,0.055784893
48121020305,Denton County,0.008172796
48121020306,Denton County,0.031118748
48121020307,Denton County,0.007818733
48121020308,Denton County,0.053828658
48121020309,Denton County,0.065117435
48121020310,Denton County,0.038161674
48121020401,Denton County,0.149862763
48121020402,Denton County,0.112055109
48121020403,Denton County,0.163651781
48121020503,Denton County,0.095420544
48121020504,Denton County,0.151927438
48121020505,Denton County,0.050287133
48121020506,Denton County,0.13308977
48121020601,Denton County,0.349358974
48121020602,Denton County,0.20598345
48121020700,Denton County,0.485225076
48121020800,Denton County,0.380342763
48121020900,Denton County,0.445006321
48121021000,Denton County,0.404905795
48121021100,Denton County,0.410799136
48121021201,Denton County,0.282933283
48121021202,Denton County,0.232030265
48121021301,Denton County,0.317729084
48121021303,Denton County,0.152467643
48121021304,Denton County,0.205239446
48121021305,Denton County,0.109548916
48121021403,Denton County,0.061237856
48121021404,Denton County,0.017515494
48121021405,Denton County,0.186283892
48121021406,Denton County,0.035085122
48121021407,Denton County,0.115244852
48121021408,Denton County,0.004448681
48121021409,Denton County,0.058532564
48121021502,Denton County,0.186888037
48121021505,Denton County,0.01903987
48121021512,Denton County,0.005293246
48121021513,Denton County,0.016790531
48121021514,Denton County,0
48121021515,Denton County,0.089223327
48121021516,Denton County,0.040922619
48121021517,Denton County,0.042234332
48121021518,Denton County,0
48121021519,Denton County,0.03479431
48121021520,Denton County,0.031439285
48121021521,Denton County,0.038177046
48121021522,Denton County,0
48121021523,Denton County,0.152329749
48121021524,Denton County,0
48121021525,Denton County,0.017875763
48121021526,Denton County,0.003115265
48121021527,Denton County,0.035285689
48121021611,Denton County,0.061456753
48121021612,Denton County,0.033753014
48121021613,Denton County,0.159326425
48121021614,Denton County,0.113258186
48121021615,Denton County,0.067808378
48121021616,Denton County,0.116974266
48121021618,Denton County,0.137004175
48121021619,Denton County,0.202790065
48121021620,Denton County,0.094953519
48121021621,Denton County,0.019535739
48121021622,Denton County,0.082607855
48121021623,Denton County,0.061834094
48121021624,Denton County,0.06599185
48121021625,Denton County,0.003601008
48121021626,Denton County,0.044422009
48121021627,Denton County,0.034073309
48121021628,Denton County,0.055564178
48121021629,Denton County,0.00746826
48121021630,Denton County,0.02920464
48121021631,Denton County,0.044511581
48121021632,Denton County,0.05014245
48121021633,Denton County,0.018684785
48121021634,Denton County,0.133273502
48121021635,Denton County,0.094432181
48121021636,Denton County,0.121625675
48121021637,Denton County,0.129114511
48121021638,Denton County,0.041516679
48121021715,Denton County,0.037664364
48121021716,Denton County,0.113729691
48121021717,Denton County,0.037797565
48121021718,Denton County,0.018723143
48121021719,Denton County,0.047775531
48121021720,Denton County,0
48121021721,Denton County,0.018596788
48121021722,Denton County,0.07216755
48121021723,Denton County,0.042521994
48121021724,Denton County,0.031167586
48121021725,Denton County,0.003529731
48121021726,Denton County,0.024590164
48121021727,Denton County,0.003587444
48121021728,Denton County,0.041923551
48121021729,Denton County,0.01027146
48121021730,Denton County,0.02070922
48121021731,Denton County,0.006769564
48121021732,Denton County,0.018026138
48121021733,Denton County,0.082628173
48121021734,Denton County,0.093620234
48121021735,Denton County,0.03141994
48121021736,Denton County,0.189670525
48121021737,Denton County,0.025897436
48121021738,Denton County,0.058430718
48121021739,Denton County,0.253288553
48121021740,Denton County,0.073146881
48121021741,Denton County,0.051595745
48121021742,Denton County,0.029950613
48121021743,Denton County,0.094943518
48121021744,Denton County,0.057971014
48121021745,Denton County,0.240726577
48121021746,Denton County,0.066666667
48121021747,Denton County,0.050292101
48121021748,Denton County,0.013042388
48121021749,Denton County,0.03083842
48121021750,Denton County,0.044030254
48121021751,Denton County,0.017030568
48121021752,Denton County,0.014668367
48121021753,Denton County,0.024758221
48121021800,Denton County,0.025572406
48121021900,Denton County,0.028751123
48139060101,Ellis County,0.189469485
48139060102,Ellis County,0.099650858
48139060204,Ellis County,0.031075128
48139060206,Ellis County,0.136084774
48139060207,Ellis County,0.054404145
48139060208,Ellis County,0.045104196
48139060209,Ellis County,0.068370804
48139060210,Ellis County,0.060881735
48139060211,Ellis County,0.029411765
48139060212,Ellis County,0.053661429
48139060213,Ellis County,0.021833333
48139060214,Ellis County,0.031173892
48139060300,Ellis County,0.165388087
48139060400,Ellis County,0.336202774
48139060500,Ellis County,0.264986167
48139060600,Ellis County,0.15781797
48139060701,Ellis County,0.144834404
48139060702,Ellis County,0.090809628
48139060703,Ellis County,0.043189369
48139060801,Ellis County,0.009938562
48139060802,Ellis County,0.058462049
48139060803,Ellis County,0.076443058
48139060900,Ellis County,0.021297672
48139061000,Ellis County,0.160865241
48139061100,Ellis County,0.071557156
48139061200,Ellis County,0.161044614
48139061300,Ellis County,0.04970604
48139061400,Ellis County,0.142491927
48139061500,Ellis County,0.163956044
48139061600,Ellis County,0.307079082
48139061700,Ellis County,0.211383834
48257050201,Kaufman County,0.03564434
48257050203,Kaufman County,0.045439132
48257050204,Kaufman County,0.027832223
48257050205,Kaufman County,0.043950493
48257050206,Kaufman County,0.051129855
48257050300,Kaufman County,0.126077907
48257050400,Kaufman County,0.226981048
48257050500,Kaufman County,0.286986011
48257050600,Kaufman County,0.128451753
48257050701,Kaufman County,0.071049841
48257050703,Kaufman County,0.168626238
48257050704,Kaufman County,0.107050093
48257050800,Kaufman County,0.053074366
48257051000,Kaufman County,0.319693095
48257051100,Kaufman County,0.182312925
48257051201,Kaufman County,0.151766402
48257051202,Kaufman County,0.095484118
48257051300,Kaufman County,0.164486593
48397040101,Rockwall County,0.061349693
48397040102,Rockwall County,0.033306516
48397040200,Rockwall County,0.006304177
48397040301,Rockwall County,0.068573593
48397040302,Rockwall County,0.062615101
48397040401,Rockwall County,0.053505754
48397040402,Rockwall County,0.08263925
48397040503,Rockwall County,0.093951094
48397040504,Rockwall County,0.035550264
48397040505,Rockwall County,0.042780749
48397040506,Rockwall County,0.052287582
48439100101,Tarrant County,0.144631118
48439100102,Tarrant County,0.190228013
48439100201,Tarrant County,0.179069767
48439100202,Tarrant County,0.276961732
48439100300,Tarrant County,0.284673098
48439100400,Tarrant County,0.211860354
48439100501,Tarrant County,0.299927988
48439100502,Tarrant County,0.356917336
48439100601,Tarrant County,0.15450237
48439100602,Tarrant County,0.078619367
48439100700,Tarrant County,0.219356365
48439100800,Tarrant County,0.241623489
48439100900,Tarrant County,0.309852451
48439101201,Tarrant County,0.122969838
48439101202,Tarrant County,0.169014085
48439101301,Tarrant County,0.137549572
48439101302,Tarrant County,0.106274008
48439101401,Tarrant County,0.143051154
48439101402,Tarrant County,0.267493639
48439101403,Tarrant County,0.305542618
48439101500,Tarrant County,0.170459519
48439101700,Tarrant County,0.823036649
48439102000,Tarrant County,0.247787611
48439102100,Tarrant County,0.200451297
48439102201,Tarrant County,0.083892617
48439102202,Tarrant County,0.07587769
48439102301,Tarrant County,0.410058027
48439102302,Tarrant County,0.208858102
48439102401,Tarrant County,0.190002427
48439102402,Tarrant County,0.014958696
48439102500,Tarrant County,0.394503546
48439102601,Tarrant County,0.125688073
48439102602,Tarrant County,0.176309295
48439102700,Tarrant County,0.042331288
48439102800,Tarrant County,0.033496162
48439103500,Tarrant County,0.327122965
48439103601,Tarrant County,0.501272265
48439103602,Tarrant County,0.327388535
48439103701,Tarrant County,0.286640726
48439103702,Tarrant County,0.220333547
48439103800,Tarrant County,0.546122209
48439104100,Tarrant County,0.222878625
48439104201,Tarrant County,0.147600263
48439104202,Tarrant County,0.181242079
48439104300,Tarrant County,0.240185651
48439104400,Tarrant County,0.287360275
48439104502,Tarrant County,0.291591592
48439104503,Tarrant County,0.313624679
48439104504,Tarrant County,0.525668073
48439104505,Tarrant County,0.348663102
48439104601,Tarrant County,0.345400912
48439104602,Tarrant County,0.205494751
48439104603,Tarrant County,0.34747002
48439104604,Tarrant County,0.342115768
48439104605,Tarrant County,0.259392199
48439104701,Tarrant County,0.296682464
48439104702,Tarrant County,0.396796615
48439104802,Tarrant County,0.301496652
48439104803,Tarrant County,0.402440796
48439104804,Tarrant County,0.418035427
48439104900,Tarrant County,0.141873278
48439105001,Tarrant County,0.236579276
48439105006,Tarrant County,0.672932331
48439105007,Tarrant County,0.033930254
48439105008,Tarrant County,0.096816976
48439105201,Tarrant County,0.217678342
48439105203,Tarrant County,0.044444444
48439105204,Tarrant County,0.170324271
48439105205,Tarrant County,0.281781377
48439105403,Tarrant County,0.162157188
48439105404,Tarrant County,0.044315484
48439105405,Tarrant County,0.204979253
48439105406,Tarrant County,0.113579293
48439105502,Tarrant County,0.101040119
48439105503,Tarrant County,0.068484596
48439105505,Tarrant County,0.108632396
48439105507,Tarrant County,0.037987988
48439105508,Tarrant County,0.04671224
48439105510,Tarrant County,0.139153587
48439105511,Tarrant County,0.161413404
48439105512,Tarrant County,0.07125662
48439105513,Tarrant County,0.273637703
48439105514,Tarrant County,0.159467097
48439105600,Tarrant County,0.101968912
48439105701,Tarrant County,0.103724223
48439105703,Tarrant County,0.173186026
48439105704,Tarrant County,0.135491329
48439105800,Tarrant County,0.297016575
48439105901,Tarrant County,0.372758621
48439105902,Tarrant County,0.406907297
48439106001,Tarrant County,0.129133409
48439106002,Tarrant County,0.289880952
48439106004,Tarrant County,0.28854041
48439106101,Tarrant County,0.203883495
48439106102,Tarrant County,0.423450586
48439106201,Tarrant County,0.294210195
48439106202,Tarrant County,0.34244671
48439106300,Tarrant County,0.310344828
48439106400,Tarrant County,0.283653846
48439106502,Tarrant County,0.095929061
48439106503,Tarrant County,0.275895264
48439106507,Tarrant County,0.063106796
48439106509,Tarrant County,0.076021934
48439106510,Tarrant County,0.013764976
48439106511,Tarrant County,0.150590551
48439106512,Tarrant County,0.256729201
48439106513,Tarrant County,0.148921364
48439106514,Tarrant County,0.168314873
48439106515,Tarrant County,0.201373505
48439106516,Tarrant County,0.278555799
48439106517,Tarrant County,0.131009781
48439106518,Tarrant County,0.072045028
48439106600,Tarrant County,0.318538885
48439106700,Tarrant County,0.066939891
48439110101,Tarrant County,0.196858922
48439110102,Tarrant County,0.135373444
48439110202,Tarrant County,0.153597413
48439110203,Tarrant County,0.100976423
48439110204,Tarrant County,0.091423519
48439110301,Tarrant County,0.207748627
48439110302,Tarrant County,0.375667429
48439110401,Tarrant County,0.108280255
48439110402,Tarrant County,0.292415607
48439110500,Tarrant County,0.243740011
48439110600,Tarrant County,0.098870056
48439110701,Tarrant County,0.233900052
48439110703,Tarrant County,0.204967386
48439110704,Tarrant County,0.132533406
48439110805,Tarrant County,0.010670161
48439110806,Tarrant County,0.013973577
48439110807,Tarrant County,0.052748378
48439110808,Tarrant County,0.102494943
48439110809,Tarrant County,0.003434459
48439110901,Tarrant County,0.021003212
48439110903,Tarrant County,0.131395349
48439110905,Tarrant County,0.042117376
48439110906,Tarrant County,0.046307016
48439110907,Tarrant County,0.056842867
48439111003,Tarrant County,0.049414348
48439111005,Tarrant County,0.193241314
48439111008,Tarrant County,0.086261449
48439111010,Tarrant County,0.061175666
48439111011,Tarrant County,0.09750699
48439111012,Tarrant County,0.052258978
48439111013,Tarrant County,0.113424073
48439111015,Tarrant County,0.020683833
48439111016,Tarrant County,0.01852538
48439111017,Tarrant County,0.033901705
48439111018,Tarrant County,0.047489824
48439111102,Tarrant County,0.162274368
48439111103,Tarrant County,0.266508736
48439111104,Tarrant County,0.035059761
48439111202,Tarrant County,0.17807992
48439111203,Tarrant County,0.075680665
48439111204,Tarrant County,0.116211293
48439111301,Tarrant County,0.116006885
48439111304,Tarrant County,0.022031085
48439111306,Tarrant County,0.101739705
48439111307,Tarrant County,0.205261336
48439111308,Tarrant County,0.074468085
48439111309,Tarrant County,0.175553733
48439111310,Tarrant County,0.114658698
48439111311,Tarrant County,0.032781228
48439111312,Tarrant County,0.016476932
48439111313,Tarrant County,0.047045191
48439111314,Tarrant County,0.063881402
48439111402,Tarrant County,0.063210114
48439111404,Tarrant County,0.075493171
48439111405,Tarrant County,0.263954588
48439111406,Tarrant County,0.009186352
48439111407,Tarrant County,0.035423197
48439111408,Tarrant County,0.030569708
48439111409,Tarrant County,0.041282481
48439111505,Tarrant County,0.080522565
48439111506,Tarrant County,0.118051014
48439111513,Tarrant County,0.096376633
48439111514,Tarrant County,0.047648137
48439111516,Tarrant County,0.107388172
48439111521,Tarrant County,0.300763923
48439111522,Tarrant County,0.135872576
48439111523,Tarrant County,0.22676624
48439111524,Tarrant County,0.15333774
48439111525,Tarrant County,0.17452321
48439111526,Tarrant County,0.109858416
48439111529,Tarrant County,0.027921917
48439111530,Tarrant County,0.01664243
48439111531,Tarrant County,0.034120735
48439111532,Tarrant County,0.072923437
48439111533,Tarrant County,0.056734775
48439111534,Tarrant County,0.037495924
48439111536,Tarrant County,0.230685823
48439111537,Tarrant County,0.110928062
48439111538,Tarrant County,0.077659382
48439111539,Tarrant County,0.034016888
48439111540,Tarrant County,0.069281466
48439111541,Tarrant County,0.142890939
48439111542,Tarrant County,0.014480692
48439111543,Tarrant County,0.271359008
48439111544,Tarrant County,0.068917605
48439111545,Tarrant County,0.077979798
48439111546,Tarrant County,0.09394572
48439111547,Tarrant County,0.080525375
48439111548,Tarrant County,0.067204301
48439111549,Tarrant County,0.052359405
48439111550,Tarrant County,0.120841626
48439111551,Tarrant County,0.073425054
48439111552,Tarrant County,0.09519573
48439111553,Tarrant County,0.165014391
48439113001,Tarrant County,0.057801822
48439113002,Tarrant County,0.28821629
48439113102,Tarrant County,0.069822485
48439113104,Tarrant County,0.175662728
48439113107,Tarrant County,0.030801688
48439113108,Tarrant County,0.034537969
48439113109,Tarrant County,0.118736952
48439113110,Tarrant County,0.134065479
48439113111,Tarrant County,0.28036296
48439113112,Tarrant County,0.217377049
48439113113,Tarrant County,0.053602593
48439113114,Tarrant County,0.069817401
48439113115,Tarrant County,0.126094003
48439113116,Tarrant County,0.215418395
48439113206,Tarrant County,0.178526163
48439113207,Tarrant County,0.043295109
48439113210,Tarrant County,0.016601855
48439113212,Tarrant County,0.019483568
48439113213,Tarrant County,0.074507183
48439113214,Tarrant County,0.139877031
48439113215,Tarrant County,0.030429346
48439113216,Tarrant County,0.10510764
48439113217,Tarrant County,0.117313563
48439113218,Tarrant County,0.031539108
48439113220,Tarrant County,0.161196911
48439113221,Tarrant County,0.040028255
48439113301,Tarrant County,0.105450841
48439113302,Tarrant County,0.152388578
48439113403,Tarrant County,0.060653801
48439113404,Tarrant County,0.08496994
48439113405,Tarrant County,0.077450308
48439113407,Tarrant County,0.300219632
48439113408,Tarrant County,0.050936768
48439113509,Tarrant County,0.209809264
48439113510,Tarrant County,0.075279262
48439113511,Tarrant County,0.122671634
48439113512,Tarrant County,0.093150685
48439113513,Tarrant County,0.092115239
48439113514,Tarrant County,0.222222222
48439113516,Tarrant County,0.035779398
48439113517,Tarrant County,0.05619234
48439113518,Tarrant County,0.074373317
48439113519,Tarrant County,0.084446048
48439113520,Tarrant County,0.02408459
48439113607,Tarrant County,0.074098505
48439113610,Tarrant County,0.015150071
48439113611,Tarrant County,0.035884624
48439113612,Tarrant County,0.01500484
48439113613,Tarrant County,0.088888889
48439113618,Tarrant County,0.0558905
48439113619,Tarrant County,0.190704779
48439113622,Tarrant County,0.013114181
48439113623,Tarrant County,0.101668405
48439113624,Tarrant County,0.016053347
48439113625,Tarrant County,0.011631466
48439113626,Tarrant County,0.0403742
48439113627,Tarrant County,0.057846394
48439113628,Tarrant County,0.097869177
48439113629,Tarrant County,0.032934132
48439113630,Tarrant County,0.122329603
48439113631,Tarrant County,0.160614113
48439113632,Tarrant County,0.019015879
48439113633,Tarrant County,0.109589041
48439113634,Tarrant County,0.041983207
48439113703,Tarrant County,0.10051232
48439113705,Tarrant County,0.135909002
48439113707,Tarrant County,0.021905352
48439113709,Tarrant County,0.042109567
48439113710,Tarrant County,0.14271556
48439113711,Tarrant County,0.078231293
48439113803,Tarrant County,0.031565425
48439113808,Tarrant County,0.086376724
48439113809,Tarrant County,0.084110124
48439113810,Tarrant County,0.1375
48439113811,Tarrant County,0.076262626
48439113812,Tarrant County,0.05336512
48439113813,Tarrant County,0.025353774
48439113814,Tarrant County,0
48439113815,Tarrant County,0.018735363
48439113816,Tarrant County,0.055136268
48439113906,Tarrant County,0.02568901
48439113907,Tarrant County,0.026979369
48439113908,Tarrant County,0.022548121
48439113909,Tarrant County,0.029024536
48439113910,Tarrant County,0.022291196
48439113911,Tarrant County,0.050994632
48439113912,Tarrant County,0.040906018
48439113916,Tarrant County,0.153981412
48439113917,Tarrant County,0.093548893
48439113918,Tarrant County,0.079031953
48439113919,Tarrant County,0.019284802
48439113920,Tarrant County,0.017801047
48439113921,Tarrant County,0.078308053
48439113922,Tarrant County,0.032416932
48439113923,Tarrant County,0.029686175
48439113924,Tarrant County,0.073656671
48439113925,Tarrant County,0.012366634
48439113926,Tarrant County,0.048651452
48439113927,Tarrant County,0.025980161
48439113928,Tarrant County,0.00574452
48439113929,Tarrant County,0.018162766
48439114003,Tarrant County,0.034564605
48439114005,Tarrant County,0.046920395
48439114006,Tarrant County,0.041766467
48439114007,Tarrant County,0.059178082
48439114008,Tarrant County,0.095002687
48439114102,Tarrant County,0.049867021
48439114103,Tarrant County,0.042467077
48439114104,Tarrant County,0.046642468
48439114203,Tarrant County,0.135190726
48439114204,Tarrant County,0.146912442
48439114205,Tarrant County,0.130759651
48439114206,Tarrant County,0.27372699
48439114207,Tarrant County,0.071920583
48439121601,Tarrant County,0.124164972
48439121604,Tarrant County,0.106720899
48439121605,Tarrant County,0.059926471
48439121606,Tarrant County,0.033233533
48439121608,Tarrant County,0.034393121
48439121609,Tarrant County,0.01142195
48439121610,Tarrant County,0.04254386
48439121611,Tarrant County,0.045111111
48439121702,Tarrant County,0.125199787
48439121703,Tarrant County,0.294758595
48439121704,Tarrant County,0.269098599
48439121903,Tarrant County,0.27159227
48439121904,Tarrant County,0.245428973
48439121905,Tarrant County,0.453764244
48439121906,Tarrant County,0.257092199
48439122001,Tarrant County,0.174667752
48439122002,Tarrant County,0.131692807
48439122100,Tarrant County,0.250635324
48439122200,Tarrant County,0.264269406
48439122300,Tarrant County,0.501961883
48439122400,Tarrant County,0.345716317
48439122500,Tarrant County,0.10990075
48439122600,Tarrant County,0.122410546
48439122700,Tarrant County,0.217986315
48439122801,Tarrant County,0.373263434
48439122802,Tarrant County,0.27513465
48439122900,Tarrant County,0.227467811
48439123000,Tarrant County,0.198324022
48439123100,Tarrant County,0.484097287
48439123200,Tarrant County,0.243073048
48439123300,Tarrant County,0.209664537
48439123400,Tarrant County,0.226929774
48439123500,Tarrant County,0.564212999
48439123600,Tarrant County,0.589544331
